ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
5253983,HM665450,10/17/2006 01:05:00 PM,052XX W HURON ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,1524,015,28,25,18,,,2006,08/17/2015 03:03:40 PM,,,,,,,,,,,
11032713,JA365235,09/10/2006 05:00:00 PM,037XX W 55TH PL,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,false,0822,008,23,62,02,,,2006,07/29/2017 03:56:00 PM,,,,,,,,,,,
6760140,HM197365,02/23/2006 07:06:20 PM,010XX W 105TH ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,2232,022,34,73,18,,,2006,08/17/2015 03:03:40 PM,,,,,,,,,,,
11647163,JC212796,02/01/2006 12:00:00 AM,051XX S MAY ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0934,009,20,61,11,,,2006,04/13/2019 04:01:56 PM,,,,,,,,,,,
11237310,JB160971,02/22/2006 12:00:00 PM,063XX S TALMAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0825,008,16,66,11,,,2006,10/27/2018 04:00:07 PM,,,,,,,,,,,
11240621,JB122444,03/26/2006 12:01:00 AM,081XX S DREXEL AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,true,0631,006,8,44,02,,,2006,03/03/2018 03:54:43 PM,,,,,,,,,,,
11607189,JC166175,07/01/2006 12:00:00 PM,021XX N MERRIMAC AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,2512,025,36,19,17,,,2006,03/02/2019 04:09:55 PM,,,,,,,,,,,
11607166,JC166137,07/01/2006 12:00:00 PM,021XX N MERRIMAC AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,true,2512,025,36,19,02,,,2006,03/02/2019 04:09:55 PM,,,,,,,,,,,
10809893,JA109211,12/30/2006 02:00:00 PM,031XX W ROOSEVELT RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1134,011,24,29,11,,,2006,01/14/2017 03:49:38 PM,,,,,,,,,,,
11635434,JC200535,05/01/2006 04:00:00 PM,039XX N SPAULDING AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,true,1733,017,33,16,02,,,2006,03/21/2020 03:44:56 PM,,,,,,,,,,,
11012552,JA342374,07/10/2006 12:00:00 PM,052XX N LECLAIRE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,1623,016,45,11,02,,,2006,07/15/2017 03:51:24 PM,,,,,,,,,,,
11024544,JA354367,03/01/2006 12:00:00 PM,065XX W ADDISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1632,016,36,17,11,,,2006,07/29/2017 03:52:50 PM,,,,,,,,,,,
11273787,JB208646,10/19/2006 12:00:00 AM,056XX S GREEN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0712,007,20,68,11,,,2006,04/07/2018 03:54:56 PM,,,,,,,,,,,
11282461,JB219566,02/06/2006 09:10:00 AM,050XX W WASHINGTON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1532,015,28,25,11,,,2006,04/14/2018 03:51:10 PM,,,,,,,,,,,
11284350,JB218594,12/04/2006 08:00:00 AM,042XX N KIMBALL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1723,017,35,16,11,,,2006,10/27/2018 04:00:07 PM,,,,,,,,,,,
11279052,JB215756,03/15/2006 12:01:00 AM,116XX S LOWE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0524,005,34,53,11,,,2006,04/14/2018 03:51:10 PM,,,,,,,,,,,
4690000,HM288623,04/13/2006 02:00:00 PM,003XX W LAKE ST,0810,THEFT,OVER $500,STREET,false,false,0111,001,42,,06,,,2006,08/17/2015 03:03:40 PM,,,,,,,,,,,
10992846,JA319757,11/28/2006 12:00:00 AM,032XX W FULTON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1123,011,28,27,11,,,2006,06/24/2017 03:50:57 PM,,,,,,,,,,,
10037129,HY206190,01/01/2006 12:00:00 AM,053XX S MILLARD AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,0822,008,23,62,02,,,2006,08/31/2015 03:43:09 PM,,,,,,,,,,,
10143456,HY332600,05/15/2006 12:00:00 PM,003XX E 45TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0215,002,3,38,11,,,2006,08/31/2015 03:43:09 PM,,,,,,,,,,,
10965147,JA287749,01/01/2006 12:01:00 AM,084XX S WOOD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0614,006,18,71,11,,,2006,06/03/2017 03:49:56 PM,,,,,,,,,,,
11009538,JA338760,10/19/2006 10:00:00 AM,020XX W JACKSON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1225,012,2,28,11,,,2006,07/15/2017 03:49:29 PM,,,,,,,,,,,
10390165,HZ126685,11/03/2006 04:45:00 PM,081XX S HONORE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0614,006,18,71,11,,,2006,01/30/2016 03:52:14 PM,,,,,,,,,,,
12015474,JD192862,01/01/2006 12:00:00 AM,114XX S ABERDEEN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2234,022,34,75,11,,,2006,03/28/2020 03:49:09 PM,,,,,,,,,,,
12020678,JD198012,08/25/2006 11:48:00 AM,019XX S CLARK ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0131,001,25,34,11,,,2006,04/04/2020 03:46:15 PM,,,,,,,,,,,
11296213,JB237436,08/08/2006 09:00:00 AM,020XX W PIERCE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,false,false,1424,014,1,24,11,,,2006,04/28/2018 04:03:06 PM,,,,,,,,,,,
11735224,JC321500,09/01/2006 09:00:00 AM,103XX S PEORIA ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,2232,022,34,73,11,,,2006,06/29/2019 04:05:33 PM,,,,,,,,,,,
